rank,ticker,name,close_price,fair_value,upside_pct,star_rating,moat,uncertainty,sector,industry
418,SKHY,SK hynix Inc ADR,152.35,160,5.0,,None,,Technology,Semiconductors
419,ANET,Arista Networks Inc,181.15,190,4.9,,Wide,,Technology,Computer Hardware
420,VG,Venture Global Inc Ordinary Shares - Class A,13.36,14,4.8,,None,,Energy,Oil & Gas Midstream
421,CTVA,Corteva Inc,86.07,90,4.6,,Wide,,Basic Materials,Agricultural Inputs
422,PII,Polaris Inc,66.93,70,4.6,,Wide,,Consumer Cyclical,Recreational Vehicles
423,PG,Procter & Gamble Co,148.37,155,4.5,,Wide,,Consumer Defensive,Household & Personal Products
424,QSR,Restaurant Brands International Inc,75.57,79,4.5,,Narrow,,Consumer Cyclical,Restaurants
425,URBN,Urban Outfitters Inc,69.85,73,4.5,,None,,Consumer Cyclical,Apparel Retail
426,CZR,Caesars Entertainment Inc,29.66,31,4.5,,None,,Consumer Cyclical,Resorts & Casinos
427,FANG,Diamondback Energy Inc,191.6,200,4.4,,Narrow,,Energy,Oil & Gas E&P
428,IR,Ingersoll Rand Inc,78.56,82,4.4,,Narrow,,Industrials,Specialty Industrial Machinery
429,DTE,DTE Energy Co,150.64,157,4.2,,Narrow,,Utilities,Utilities - Regulated Electric
430,TRIP,Tripadvisor Inc,14.4,15,4.2,,None,,Consumer Cyclical,Travel Services
431,BKR,Baker Hughes Co Class A,57.66,60,4.1,,None,,Energy,Oil & Gas Equipment & Services
432,AEP,American Electric Power Co Inc,135.63,141,4.0,4,Narrow,,Utilities,Utilities - Regulated Electric
433,EOG,EOG Resources Inc,139.61,145,3.9,,Narrow,,Energy,Oil & Gas E&P
434,TFC,Truist Financial Corp,51.95,54,3.9,,None,,Financial Services,Banks - Regional
435,TXN,Texas Instruments Inc,298.57,310,3.8,,Wide,,Technology,Semiconductors
436,HBAN,Huntington Bancshares Inc,17.93,18.6,3.7,,None,,Financial Services,Banks - Regional
437,ST,Sensata Technologies Holding PLC,44.4,46,3.6,,None,,Technology,Scientific & Technical Instruments
438,ESS,Essex Property Trust Inc,297.48,308,3.5,,None,,Real Estate,REIT - Residential
439,WDAY,Workday Inc Class A,144.87,150,3.5,,Narrow,,Technology,Software - Application
440,DXCM,DexCom Inc,76.35,79,3.5,,Narrow,,Healthcare,Medical Devices
441,WBD,Warner Bros. Discovery Inc Ordinary Shares - Class A,27.09,28,3.4,,None,,Communication Services,Entertainment
442,DUK,Duke Energy Corp,126.86,131,3.3,,Narrow,,Utilities,Utilities - Regulated Electric
443,VIV,Telefonica Brasil SA ADR,13.55,14,3.3,,None,,Communication Services,Telecom Services
444,D,Dominion Energy Inc,70.8,73,3.1,,Narrow,,Utilities,Utilities - Regulated Electric
445,LIN,Linde PLC,524.06,540,3.0,,Wide,,Basic Materials,Specialty Chemicals
446,HSBC,HSBC Holdings PLC ADR,98.09,101,3.0,,Narrow,,Financial Services,Banks - Diversified
447,OKE,ONEOK Inc,92.19,95,3.0,,Narrow,,Energy,Oil & Gas Midstream
448,SYY,Sysco Corp,83.46,86,3.0,,Wide,,Consumer Defensive,Food Distribution
449,MGNI,Magnite Inc,20.41,21,2.9,,None,,Communication Services,Advertising Agencies
450,BALL,Ball Corp,61.3,63,2.8,,Narrow,,Consumer Cyclical,Packaging & Containers
451,KR,The Kroger Co,59.31,61,2.8,,None,,Consumer Defensive,Grocery Stores
452,BRK/A,Berkshire Hathaway Inc Class A,744850.02,765000,2.7,,Narrow,,Financial Services,Insurance - Diversified
453,BRK/B,Berkshire Hathaway Inc Class B,496.85,510,2.6,,Narrow,,Financial Services,Insurance - Diversified
454,DE,Deere & Co,585.64,600,2.5,,Wide,,Industrials,Farm & Heavy Construction Machinery
455,CNC,Centene Corp,68.29,70,2.5,,None,,Healthcare,Healthcare Plans
456,MA,Mastercard Inc Class A,537.7,550,2.3,,Wide,,Financial Services,Credit Services
457,AMP,Ameriprise Financial Inc,518.23,530,2.3,3,Narrow,,Financial Services,Asset Management
458,XYL,Xylem Inc,121.21,124,2.3,,Narrow,,Industrials,Specialty Industrial Machinery
459,BBIO,BridgeBio Pharma Inc,83.08,85,2.3,,None,,Healthcare,Biotechnology
460,SJM,JM Smucker Co,110.53,113,2.2,,None,,Consumer Defensive,Packaged Foods
461,CRH,CRH PLC,102.71,105,2.2,,Narrow,,Basic Materials,Building Materials
462,LII,Lennox International Inc,551.18,563,2.1,,Narrow,,Industrials,Building Products & Equipment
463,DG,Dollar General Corp,123.44,126,2.1,,Narrow,,Consumer Defensive,Discount Stores
464,ORLY,O'Reilly Automotive Inc,87.28,89,2.0,,Wide,,Consumer Cyclical,Auto Parts
465,SEIC,SEI Investments Co,96.18,98,1.9,,Narrow,,Financial Services,Asset Management
466,BP,BP PLC ADR,40.83,41.6,1.9,,None,,Energy,Oil & Gas Integrated
467,RTX,RTX Corp,196.39,200,1.8,,Wide,,Industrials,Aerospace & Defense
468,GD,General Dynamics Corp,372.78,379,1.7,,Wide,,Industrials,Aerospace & Defense
469,MGM,MGM Resorts International,47.24,48,1.6,,None,,Consumer Cyclical,Resorts & Casinos
470,AES,The AES Corp,14.76,15,1.6,,None,,Utilities,Utilities - Diversified
471,TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,421.58,428,1.5,,Wide,,Technology,Semiconductors
472,KOF,Coca-Cola Femsa SAB de CV ADR,103.47,105,1.5,,Wide,,Consumer Defensive,Beverages - Non-Alcoholic
473,HLN,Haleon PLC ADR,9.86,10,1.4,,Wide,,Healthcare,Drug Manufacturers - Specialty & Generic
474,APD,Air Products and Chemicals Inc,301.96,306,1.3,4,Wide,,Basic Materials,Specialty Chemicals
475,CTAS,Cintas Corp,183.75,186,1.2,,Wide,,Industrials,Specialty Business Services
476,DLR,Digital Realty Trust Inc,177.92,180,1.2,,None,,Real Estate,REIT - Specialty
477,TROW,T. Rowe Price Group Inc,113.65,115,1.2,,Narrow,,Financial Services,Asset Management
478,SIRI,Sirius XM Holdings Inc,30.67,31,1.1,,None,,Communication Services,Entertainment
479,MAC,Macerich Co,24.75,25,1.0,,None,,Real Estate,REIT - Retail
480,MCO,Moodys Corp,495.72,500,0.9,,Wide,,Financial Services,Financial Data & Stock Exchanges
481,DHI,D.R. Horton Inc,148.85,150,0.8,,None,,Consumer Cyclical,Residential Construction
482,VTRS,Viatris Inc,16.39,16.5,0.7,,None,,Healthcare,Drug Manufacturers - Specialty & Generic
483,CNS,Cohen & Steers Inc,76.57,77,0.6,,Narrow,,Financial Services,Asset Management
484,LNT,Alliant Energy Corp,76.63,77,0.5,4,Narrow,,Utilities,Utilities - Regulated Electric
485,HUBB,Hubbell Inc,477.03,479,0.4,,Wide,,Industrials,Electrical Equipment & Parts
486,WFC,Wells Fargo & Co,87.67,88,0.4,,Wide,,Financial Services,Banks - Diversified
487,SHW,Sherwin-Williams Co,328.97,330,0.3,,Wide,,Basic Materials,Specialty Chemicals
488,OXY,Occidental Petroleum Corp,54.81,55,0.3,,None,,Energy,Oil & Gas E&P
489,AMCX,AMC Global Media Inc Class A,9.97,10,0.3,4,None,,Communication Services,Entertainment
490,RIO,Rio Tinto PLC ADR,89.85,90,0.2,,None,,Basic Materials,Other Industrial Metals & Mining
491,MO,Altria Group Inc,71.87,72,0.2,3,Wide,,Consumer Defensive,Tobacco
492,GTLS,Chart Industries Inc,209.79,210,0.1,,Narrow,,Industrials,Specialty Industrial Machinery
493,WEC,WEC Energy Group Inc,115.87,116,0.1,,Narrow,,Utilities,Utilities - Regulated Electric
494,AIG,American International Group Inc,79.9,80,0.1,3,None,,Financial Services,Insurance - Diversified
495,MSCI,MSCI Inc,620.23,620,-0.0,,Wide,,Financial Services,Financial Data & Stock Exchanges
496,CBRE,CBRE Group Inc Class A,138.03,138,-0.0,,Narrow,,Real Estate,Real Estate Services
497,HE,Hawaiian Electric Industries Inc,13.5,13.5,0.0,,None,,Utilities,Utilities - Regulated Electric
498,AKAM,Akamai Technologies Inc,125.13,125,-0.1,4,None,,Technology,Software - Infrastructure
499,ENB,Enbridge Inc,55.07,55,-0.1,,Narrow,,Energy,Oil & Gas Midstream
500,RBLX,Roblox Corp Ordinary Shares - Class A,55.03,55,-0.1,,Narrow,,Communication Services,Electronic Gaming & Multimedia
501,FHI,Federated Hermes Inc Class B,58.12,58,-0.2,,None,,Financial Services,Asset Management
502,PPL,PPL Corp,36.07,36,-0.2,,Narrow,,Utilities,Utilities - Regulated Electric
503,GILD,Gilead Sciences Inc,131.4,131,-0.3,,Wide,,Healthcare,Drug Manufacturers - General
504,HST,Host Hotels & Resorts Inc,23.07,23,-0.3,,None,,Real Estate,REIT - Hotel & Motel
505,ON,ON Semiconductor Corp,90.37,90,-0.4,,Narrow,,Technology,Semiconductors
506,NEE,NextEra Energy Inc,88.38,88,-0.4,,Narrow,,Utilities,Utilities - Regulated Electric
507,UNH,UnitedHealth Group Inc,429.09,427,-0.5,,Narrow,,Healthcare,Healthcare Plans
508,LNG,Cheniere Energy Inc,263.29,262,-0.5,,Wide,,Energy,Oil & Gas Midstream
509,RDDT,Reddit Inc Class A Shares,200.93,200,-0.5,,Narrow,,Communication Services,Internet Content & Information
510,TECH,Bio-Techne Corp,71.36,71,-0.5,,Narrow,,Healthcare,Biotechnology
511,USB,U.S. Bancorp,62.34,62,-0.5,,Wide,,Financial Services,Banks - Regional
512,IEX,IDEX Corp,221.48,220,-0.7,,Wide,,Industrials,Specialty Industrial Machinery
513,EA,Electronic Arts Inc,206.35,205,-0.7,,Narrow,,Communication Services,Electronic Gaming & Multimedia
514,Q,Qnity Electronics Inc,140.98,140,-0.7,,Narrow,,Technology,Semiconductor Equipment & Materials
515,PAYX,Paychex Inc,110.75,110,-0.7,,Narrow,,Technology,Software - Application
516,RRC,Range Resources Corp,36.24,36,-0.7,,None,,Energy,Oil & Gas E&P
517,ADP,Automatic Data Processing Inc,251.05,249,-0.8,,Narrow,,Technology,Software - Application
518,TOL,Toll Brothers Inc,148.15,147,-0.8,,None,,Consumer Cyclical,Residential Construction
519,E,Eni SpA ADR,49.44,49,-0.9,,None,,Energy,Oil & Gas Integrated
520,FE,FirstEnergy Corp,48.43,48,-0.9,,Narrow,,Utilities,Utilities - Regulated Electric
521,PCAR,PACCAR Inc,124.26,123,-1.0,,Narrow,,Industrials,Farm & Heavy Construction Machinery
522,NWS,News Corp Class B,31.41,31,-1.3,,None,,Communication Services,Entertainment
523,IVZ,Invesco Ltd,28.4,28,-1.4,,None,,Financial Services,Asset Management
524,PLD,Prologis Inc,142.16,140,-1.5,,None,,Real Estate,REIT - Industrial
525,SRE,Sempra,94.41,93,-1.5,,Narrow,,Utilities,Utilities - Diversified
526,WTRG,Essential Utilities Inc,38.59,38,-1.5,,Narrow,,Utilities,Utilities - Regulated Water
527,ADI,Analog Devices Inc,386.01,380,-1.6,3,Wide,,Technology,Semiconductors
528,BTI,British American Tobacco PLC ADR,58.95,58,-1.6,,Wide,,Consumer Defensive,Tobacco
529,PAYC,Paycom Software Inc,146.5,144,-1.7,,None,,Technology,Software - Application
530,CMG,Chipotle Mexican Grill Inc,36.63,36,-1.7,,Wide,,Consumer Cyclical,Restaurants
531,PSA,Public Storage,321.86,316,-1.8,,None,,Real Estate,REIT - Industrial
532,SBGI,Sinclair Inc Ordinary Shares - Class A,14.25,14,-1.8,,None,,Communication Services,Broadcasting
533,AWK,American Water Works Co Inc,131.53,129,-1.9,4,Narrow,,Utilities,Utilities - Regulated Water
534,VRSN,VeriSign Inc,270.31,265,-2.0,,Wide,,Technology,Software - Infrastructure
535,KEY,KeyCorp,23.22,22.7,-2.2,,None,,Financial Services,Banks - Regional
536,CL,Colgate-Palmolive Co,93.21,91,-2.4,,Wide,,Consumer Defensive,Household & Personal Products
537,ES,Eversource Energy,74.86,73,-2.5,,None,,Utilities,Utilities - Regulated Electric
538,CNP,CenterPoint Energy Inc,44.13,43,-2.6,,Narrow,,Utilities,Utilities - Regulated Electric
539,EVR,Evercore Inc Class A,334.15,325,-2.7,,Narrow,,Financial Services,Capital Markets
540,PINS,Pinterest Inc Class A,22.6,22,-2.7,,Narrow,,Communication Services,Internet Content & Information
541,ERIC,Telefonaktiebolaget L M Ericsson ADR,11.72,11.4,-2.7,,None,,Technology,Communication Equipment
542,VNET,VNET Group Inc ADR,7.72,7.5,-2.8,,None,,Technology,Information Technology Services
543,BBD,Bank Bradesco SA ADR,3.61,3.5,-3.0,,None,,Financial Services,Banks - Regional
544,HPQ,HP Inc,24.77,24,-3.1,,None,,Technology,Computer Hardware
545,UPS,United Parcel Service Inc Class B,112.89,109,-3.4,,Wide,,Industrials,Integrated Freight & Logistics
546,EPD,Enterprise Products Partners LP,38.31,37,-3.4,,Wide,,Energy,Oil & Gas Midstream
547,HAL,Halliburton Co,35.21,34,-3.4,,Narrow,,Energy,Oil & Gas Equipment & Services
548,FERG,Ferguson Enterprises Inc,233.19,225,-3.5,,Narrow,,Industrials,Industrial Distribution
549,BEPC,Brookfield Renewable Corp Ordinary Shares - Class A (Exchangeable Sub Voting),34.18,33,-3.5,,None,,Utilities,Utilities - Renewable
550,HD,The Home Depot Inc,337.11,325,-3.6,,Wide,,Consumer Cyclical,Home Improvement Retail
551,GWW,W.W. Grainger Inc,1391.68,1340,-3.7,,Wide,,Industrials,Industrial Distribution
552,UBS,UBS Group AG Registered Shares,51.93,50,-3.7,,Narrow,,Financial Services,Banks - Diversified
553,BIRK,Birkenstock Holding PLC,44.63,43,-3.7,,Narrow,,Consumer Cyclical,Footwear & Accessories
554,SHOP,Shopify Inc Registered Shs -A- Subord Vtg,124.74,120,-3.8,,Narrow,,Technology,Software - Application
555,KMI,Kinder Morgan Inc Class P,32.24,31,-3.8,,Narrow,,Energy,Oil & Gas Midstream
556,GEV,GE Vernova Inc,1042.6,1000,-4.1,,Narrow,,Industrials,Specialty Industrial Machinery
557,C,Citigroup Inc,140.71,135,-4.1,,None,,Financial Services,Banks - Diversified
558,MKL,Markel Group Inc,1962.27,1880,-4.2,,None,,Financial Services,Insurance - Property & Casualty
559,LFUS,Littelfuse Inc,407.22,390,-4.2,,Narrow,,Technology,Electronic Components
560,AJG,Arthur J. Gallagher & Co,261.23,250,-4.3,,Narrow,,Financial Services,Insurance Brokers
561,MTB,M&T Bank Corp,242.55,232,-4.3,,Narrow,,Financial Services,Banks - Regional
562,ZTO,ZTO Express (Cayman) Inc ADR,24.03,23,-4.3,,Narrow,,Industrials,Integrated Freight & Logistics
563,LYFT,Lyft Inc Class A,15.67,15,-4.3,,None,,Technology,Software - Application
564,EXC,Exelon Corp,47.09,45,-4.4,,Narrow,,Utilities,Utilities - Regulated Electric
565,GEN,Gen Digital Inc,26.16,25,-4.4,,None,,Technology,Software - Infrastructure
566,NSC,Norfolk Southern Corp,327.59,313,-4.5,,Wide,,Industrials,Railroads
567,IDA,Idacorp Inc,150.97,144,-4.6,,Narrow,,Utilities,Utilities - Regulated Electric
568,SYK,Stryker Corp,331.45,316,-4.7,,Wide,,Healthcare,Medical Devices
569,PNC,PNC Financial Services Group Inc,252.85,241,-4.7,,Narrow,,Financial Services,Banks - Regional
570,COIN,Coinbase Global Inc Ordinary Shares - Class A,157.37,150,-4.7,,None,,Financial Services,Financial Data & Stock Exchanges
571,CCEP,Coca-Cola Europacific Partners PLC,106,101,-4.7,,Narrow,,Consumer Defensive,Beverages - Non-Alcoholic
572,YUM,Yum Brands Inc,161.68,154,-4.8,,Wide,,Consumer Cyclical,Restaurants
573,CNQ,Canadian Natural Resources Ltd,43.05,41,-4.8,,Narrow,,Energy,Oil & Gas E&P
574,JLL,Jones Lang LaSalle Inc,321.95,306,-5.0,,Narrow,,Real Estate,Real Estate Services
575,MCHP,Microchip Technology Inc,84.23,80,-5.0,,Wide,,Technology,Semiconductors
576,AMGN,Amgen Inc,360.45,342,-5.1,3,Wide,,Healthcare,Drug Manufacturers - General
577,SNOW,Snowflake Inc Ordinary Shares,268.65,255,-5.1,,None,,Technology,Software - Application
578,PM,Philip Morris International Inc,180.19,171,-5.1,,Wide,,Consumer Defensive,Tobacco
579,ATO,Atmos Energy Corp,179.5,170,-5.3,,Narrow,,Utilities,Utilities - Regulated Gas
580,RBA,RB Global Inc,108.78,103,-5.3,,Narrow,,Industrials,Specialty Business Services
581,WIT,Wipro Ltd ADR,1.9,1.8,-5.3,,None,,Technology,Information Technology Services
582,FITB,Fifth Third Bancorp,57.18,54,-5.6,,Narrow,,Financial Services,Banks - Regional
583,DT,Dynatrace Inc Ordinary Shares,44.59,42,-5.8,,Narrow,,Technology,Software - Application
584,BIO,Bio-Rad Laboratories Inc Class A,297.58,280,-5.9,,Wide,,Healthcare,Medical Devices
585,ZION,Zions Bancorp NA,70.36,66,-6.2,,None,,Financial Services,Banks - Regional
586,GFS,GLOBALFOUNDRIES Inc,63.94,60,-6.2,,None,,Technology,Semiconductors
587,SOFI,SoFi Technologies Inc Ordinary Shares,18.13,17,-6.2,,Narrow,,Financial Services,Credit Services
588,VRTX,Vertex Pharmaceuticals Inc,480.25,450,-6.3,,Narrow,,Healthcare,Biotechnology
589,MGEE,MGE Energy Inc,82.17,77,-6.3,,Narrow,,Utilities,Utilities - Regulated Electric
590,WAT,Waters Corp,373.22,349,-6.5,,Wide,,Healthcare,Diagnostics & Research
591,AME,AMETEK Inc,232.1,217,-6.5,2,Wide,,Industrials,Specialty Industrial Machinery
592,GNRC,Generac Holdings Inc,226.95,212,-6.6,,Narrow,,Industrials,Specialty Industrial Machinery
593,VTR,Ventas Inc,92.06,86,-6.6,,None,,Real Estate,REIT - Healthcare Facilities
594,ICLR,Icon PLC,166.1,155,-6.7,,None,,Healthcare,Diagnostics & Research
595,FSLR,First Solar Inc,221.03,206,-6.8,,None,,Technology,Solar
596,JPM,JPMorgan Chase & Co,334.53,311,-7.0,,Wide,,Financial Services,Banks - Diversified
597,ED,Consolidated Edison Inc,111.82,104,-7.0,,None,,Utilities,Utilities - Regulated Electric
598,FIVN,Five9 Inc,25.81,24,-7.0,,None,,Technology,Software - Infrastructure
599,ISRG,Intuitive Surgical Inc,407.12,378,-7.2,,Wide,,Healthcare,Medical Instruments & Supplies
600,AON,Aon PLC Class A,367.35,341,-7.2,,Narrow,,Financial Services,Insurance Brokers
601,WING,Wingstop Inc,154.06,143,-7.2,,Narrow,,Consumer Cyclical,Restaurants
602,PEG,Public Service Enterprise Group Inc,80.89,75,-7.3,,Narrow,,Utilities,Utilities - Regulated Electric
603,AEE,Ameren Corp,113.43,105,-7.4,3,Narrow,,Utilities,Utilities - Regulated Electric
604,W,Wayfair Inc Class A,86.37,80,-7.4,,None,,Consumer Cyclical,Internet Retail
605,DKS,Dick's Sporting Goods Inc,216.1,200,-7.5,,Narrow,,Consumer Cyclical,Specialty Retail
606,EVRG,Evergy Inc,86.45,80,-7.5,,Narrow,,Utilities,Utilities - Regulated Electric
607,MTD,Mettler-Toledo International Inc,1299.53,1200,-7.7,,Narrow,,Healthcare,Diagnostics & Research
608,MDB,MongoDB Inc Class A,337.97,312,-7.7,,None,,Technology,Software - Infrastructure
609,V,Visa Inc Class A,357.75,330,-7.8,,Wide,,Financial Services,Credit Services
610,EXPE,Expedia Group Inc,265.63,245,-7.8,,Narrow,,Consumer Cyclical,Travel Services
611,CAH,Cardinal Health Inc,233.66,215,-8.0,,Narrow,,Healthcare,Medical Distribution
612,NDAQ,Nasdaq Inc,89.21,82,-8.1,,Narrow,,Financial Services,Financial Data & Stock Exchanges
613,XEL,Xcel Energy Inc,80.48,74,-8.1,,Narrow,,Utilities,Utilities - Regulated Electric
614,AMG,Affiliated Managers Group Inc,359.78,330,-8.3,2,None,,Financial Services,Asset Management
615,QLYS,Qualys Inc,151.54,139,-8.3,,Narrow,,Technology,Software - Infrastructure
616,SOLV,Solventum Corp,77.42,71,-8.3,,None,,Healthcare,Medical Instruments & Supplies
617,EW,Edwards Lifesciences Corp,91.79,84,-8.5,,Narrow,,Healthcare,Medical Devices
618,EQNR,Equinor ASA ADR,36.06,33,-8.5,,None,,Energy,Oil & Gas Integrated
619,EQIX,Equinix Inc,1039.53,950,-8.6,,Narrow,,Real Estate,REIT - Specialty
620,AAPL,Apple Inc,317.31,290,-8.6,,Wide,,Technology,Consumer Electronics
621,NI,NiSource Inc,47.07,43,-8.6,,Narrow,,Utilities,Utilities - Regulated Gas
622,BEN,Franklin Resources Inc,32.83,30,-8.6,,None,,Financial Services,Asset Management
623,NVS,Novartis AG ADR,153.37,140,-8.7,,Wide,,Healthcare,Drug Manufacturers - General
624,LECO,Lincoln Electric Holdings Inc,251.2,229,-8.8,,Narrow,,Industrials,Tools & Accessories
625,WCN,Waste Connections Inc,171.17,156,-8.9,,Wide,,Industrials,Waste Management
626,BEP,Brookfield Renewable Partners LP,31.86,29,-9.0,,None,,Utilities,Utilities - Renewable
627,ITUB,Itau Unibanco Holding SA ADR,8.47,7.7,-9.1,,None,,Financial Services,Banks - Regional
628,LYG,Lloyds Banking Group PLC ADR,5.89,5.35,-9.2,,Narrow,,Financial Services,Banks - Regional
629,MU,Micron Technology Inc,937,850,-9.3,,None,,Technology,Semiconductors
630,NDSN,Nordson Corp,286.59,260,-9.3,,Wide,,Industrials,Specialty Industrial Machinery
631,SPG,Simon Property Group Inc,219.49,199,-9.3,,None,,Real Estate,REIT - Retail
632,H,Hyatt Hotels Corp Class A,184.72,167,-9.6,,Narrow,,Consumer Cyclical,Lodging
633,PRU,Prudential Financial Inc,116.17,105,-9.6,,None,,Financial Services,Insurance - Life
634,PRU,Prudential Financial Inc,116.17,105,-9.6,,None,,Financial Services,Insurance - Life
635,CQP,Cheniere Energy Partners LP,64.16,58,-9.6,,Wide,,Energy,Oil & Gas Midstream
636,GRMN,Garmin Ltd,243.61,220,-9.7,,Narrow,,Technology,Scientific & Technical Instruments
637,DLTR,Dollar Tree Inc,126.38,114,-9.8,,None,,Consumer Defensive,Discount Stores
638,CNI,Canadian National Railway Co,125.31,113,-9.8,,Wide,,Industrials,Railroads
639,AXP,American Express Co,354.43,319,-10.0,2,Wide,,Financial Services,Credit Services
640,ITT,ITT Inc,194.5,175,-10.0,,Wide,,Industrials,Specialty Industrial Machinery
641,WMB,Williams Companies Inc,74.46,67,-10.0,,Narrow,,Energy,Oil & Gas Midstream
642,TGT,Target Corp,134.77,121,-10.2,,None,,Consumer Defensive,Discount Stores
643,OGE,OGE Energy Corp,48.99,44,-10.2,,Narrow,,Utilities,Utilities - Regulated Electric
644,ING,ING Groep NV ADR,32.3,29,-10.2,,Narrow,,Financial Services,Banks - Diversified
645,IBM,International Business Machines Corp,290.23,260,-10.4,,Narrow,,Technology,Information Technology Services
646,RSG,Republic Services Inc,223.38,200,-10.5,,Wide,,Industrials,Waste Management
647,MRK,Merck & Co Inc,124.03,111,-10.5,,Wide,,Healthcare,Drug Manufacturers - General
648,NJR,New Jersey Resources Corp,59.21,53,-10.5,,Narrow,,Utilities,Utilities - Regulated Gas
649,ULS,UL Solutions Inc Class A common stock,87.53,78,-10.9,,Narrow,,Industrials,Specialty Business Services
650,KO,Coca-Cola Co,84.25,75,-11.0,,Wide,,Consumer Defensive,Beverages - Non-Alcoholic
651,OKTA,Okta Inc Class A,139.53,124,-11.1,,None,,Technology,Software - Infrastructure
652,NOV,NOV Inc,19.13,17,-11.1,,None,,Energy,Oil & Gas Equipment & Services
653,WM,Waste Management Inc,236.71,210,-11.3,,Wide,,Industrials,Waste Management
654,DGX,Quest Diagnostics Inc,207.35,184,-11.3,,Narrow,,Healthcare,Diagnostics & Research
655,FLR,Fluor Corp,49.63,44,-11.3,,None,,Industrials,Engineering & Construction
656,URI,United Rentals Inc,1085.34,960,-11.5,,Narrow,,Industrials,Rental & Leasing Services
657,DCI,Donaldson Co Inc,89.28,79,-11.5,,Narrow,,Industrials,Specialty Industrial Machinery
658,RCL,Royal Caribbean Group,288.61,255,-11.6,,Narrow,,Consumer Cyclical,Travel Services
659,AMX,America Movil SAB de CV ADR - Series B,26.03,23,-11.6,3,Narrow,,Communication Services,Telecom Services
660,ENPH,Enphase Energy Inc,43.06,38,-11.8,,None,,Technology,Solar
661,BSAC,Banco Santander Chile ADR,33.56,29.6,-11.8,,Narrow,,Financial Services,Banks - Regional
662,CFR,Cullen/Frost Bankers Inc,157.9,139,-12.0,,Narrow,,Financial Services,Banks - Regional
663,BJ,BJ's Wholesale Club Holdings Inc,90.12,79,-12.3,,None,,Consumer Defensive,Discount Stores
664,JEF,Jefferies Financial Group Inc,52.59,46,-12.5,,None,,Financial Services,Capital Markets
665,CDNS,Cadence Design Systems Inc,377.92,330,-12.7,,Wide,,Technology,Software - Application
666,INTC,Intel Corp,103.12,90,-12.7,,None,,Technology,Semiconductors
667,NET,Cloudflare Inc,269.53,235,-12.8,,Wide,,Technology,Software - Infrastructure
668,BCS,Barclays PLC ADR,27.29,23.8,-12.8,,None,,Financial Services,Banks - Diversified
669,CMS,CMS Energy Corp,75.75,66,-12.9,,Narrow,,Utilities,Utilities - Regulated Electric
670,FFIV,F5 Inc,420.95,366,-13.1,,Narrow,,Technology,Software - Infrastructure
671,GE,GE Aerospace,353.42,307,-13.1,,Wide,,Industrials,Aerospace & Defense
672,ETSY,Etsy Inc,80.53,70,-13.1,,Narrow,,Consumer Cyclical,Internet Retail
673,FMX,Fomento Economico Mexicano SAB de CV ADR,129.01,112,-13.2,,Narrow,,Consumer Defensive,Beverages - Brewers
674,TRP,TC Energy Corp,67.94,59,-13.2,,Narrow,,Energy,Oil & Gas Midstream
675,PANW,Palo Alto Networks Inc,330.3,285,-13.7,,Wide,,Technology,Software - Infrastructure
676,S,SentinelOne Inc Class A,18.55,16,-13.7,,None,,Technology,Software - Infrastructure
677,WST,West Pharmaceutical Services Inc,359.7,310,-13.8,,Wide,,Healthcare,Medical Instruments & Supplies
678,CR,Crane Co,215.85,185,-14.3,,Wide,,Industrials,Specialty Industrial Machinery
679,DINO,HF Sinclair Corp,81.7,70,-14.3,,Narrow,,Energy,Oil & Gas Refining & Marketing
680,BNS,Bank of Nova Scotia,88,75,-14.8,,Narrow,,Financial Services,Banks - Diversified
681,BOX,Box Inc Class A,29.41,25,-15.0,,None,,Technology,Software - Infrastructure
682,ESTC,Elastic NV,62.43,53,-15.1,,None,,Technology,Software - Application
683,CART,Maplebear Inc,48.28,41,-15.1,,None,,Consumer Cyclical,Internet Retail
684,FAST,Fastenal Co,47.05,39.9,-15.2,,Wide,,Industrials,Industrial Distribution
685,MFG,Mizuho Financial Group Inc ADR,10.49,8.9,-15.2,,None,,Financial Services,Banks - Regional
686,GLW,Corning Inc,183.11,155,-15.4,,Narrow,,Technology,Electronic Components
687,PBA,Pembina Pipeline Corp,49.65,42,-15.4,,None,,Energy,Oil & Gas Midstream
688,BNTX,BioNTech SE ADR,90.07,76,-15.6,,None,,Healthcare,Biotechnology
689,HEI,Heico Corp,344.11,290,-15.7,,Narrow,,Industrials,Aerospace & Defense
690,CM,Canadian Imperial Bank of Commerce,117.37,99,-15.7,,Narrow,,Financial Services,Banks - Diversified
691,AMD,Advanced Micro Devices Inc,534.39,450,-15.8,3,Narrow,,Technology,Semiconductors
692,LOGI,Logitech International SA,102.22,86,-15.9,,None,,Technology,Computer Hardware
693,SO,Southern Co,96.47,81,-16.0,,Narrow,,Utilities,Utilities - Regulated Electric
694,DB,Deutsche Bank AG,35.24,29.6,-16.0,,None,,Financial Services,Banks - Regional
695,RPD,Rapid7 Inc,11.92,10,-16.1,,None,,Technology,Software - Infrastructure
696,RBC,RBC Bearings Inc,584.59,490,-16.2,,Wide,,Industrials,Tools & Accessories
697,TT,Trane Technologies PLC Class A,479.9,402,-16.2,,Narrow,,Industrials,Building Products & Equipment
698,CB,Chubb Ltd,354.74,297,-16.3,,Narrow,,Financial Services,Insurance - Property & Casualty
